candidate,freq,length,cap,start_of_sen,abbrv,all_cap,is_csl,title,has_no,date,is_apostrp,has_inter_punct,ends_verb,ends_adverb,change_in_cap,topic_ind,@mention,z_score
co.,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.0585446207472
markets-it,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.0585446207472
rhd,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
chamberlain,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
it,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
uber,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
podesta,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
byrd,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
ecuador,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
kanye,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
david'sbeen,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
someone,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
mel…he,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
april,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
scavino,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
nunes-including,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-0.0585446207472
trump-voting,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-0.0585446207472
earth-shattering,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-0.0585446207472
russia-friendly,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.0585446207472
joe...sadly,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.0585446207472
trump...outside,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
nasa&gt,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
app@cnn,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
factba.se,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
trump-sisi,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
multi-decade,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
anti-brexit,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
susan,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
crooked,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
trump-aimed,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
f.b.l,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
trump-tied,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
television,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
us/turkey,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
we’re,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
manafort/trump,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
guys,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
tonyatamanuik,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,-0.0585446207472
reid,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
dem-turned-independent,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
china/iran/syria,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
monika...appreciated,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
applause&gt,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
anti-muslim,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
obama...progress,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
russian-linked,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
o'reilly-your,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
bannon/trump,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
trump-xi,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
miami-dade,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
terrorist/russia,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
weird,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
us/ca,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
libertarian&lt-&gt,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
getty,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
goodmorning?mr.trump,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
hillary/bernie,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
mcclatchy-@maristpoll,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
officia,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
chicago-area,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
fine,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
luv'en,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
falcons/packers,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
t***p,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
st.pete,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
legacy,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
russia-trump,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
hillary+o,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
not-trump,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
russia-soaked,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
look--one,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
american-made,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
bbq/texmex,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
trump-treason,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
schumer/dems,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
trump/russia/politics,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
guardian/icm,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
terrible,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
walking,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
getting,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
building,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
closing,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
freaking,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
cracking,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
highjacking,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
repeating,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
accepting,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
according,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
starting,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
coming,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
king,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
becoming,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
wheeling,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
running,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
something,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
devising,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
considering,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
tripping,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
everything,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
changing,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
waiting,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
oreilly,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0585446207472
daily,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0585446207472
bully,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0585446207472
likely,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0585446207472
probably,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0585446207472
holy,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0585446207472
definitely,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0585446207472
glad,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
japanese,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
demtoad,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
guess,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sissi,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
corinthians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
yall,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
minder,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
overturned,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
impeachtrump,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
‘natitude,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
lords,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bonbons,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
swiss,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
recode,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
records,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
judge,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
arab,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
herzliya,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
okay,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ynaija,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
unlike,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trumpcare,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
police,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
news,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
islam,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
hope,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
biden,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
zdnet,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trailer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
facebook,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0585446207472
i’ll,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
anatomy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
crow,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
african,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
georgetown,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
russianbots,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
co,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
medina,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mike,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
netanyahu,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
yep,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
neither,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
english,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
clintons,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mars,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ratdog,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
asia,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
money,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
jared,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
left,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
opinion,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bayern,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
escher,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
apology,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
spicer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
monocacy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
two,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
arsenal,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
plenty,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
around,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
interview,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ladies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
wade,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
local,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
roman,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
melinda,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
roe,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
german,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
thought,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nbcnews,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.0585446207472
remain,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
i’d,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
locked,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bigger,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mother,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
brief,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
lawsuit,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trust,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
hussein,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
madison,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
circuit,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nobel,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
broken,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
twilight,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
dr,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
obamite,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
auction,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
illinois,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
filibuster,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
christmas,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
inaccurate,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
jeva,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
pentagon,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
note,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
obummer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
rubles,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mideast,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
adam,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
defamation,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
kennedy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
liveleak,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
save,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
environment,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
issue,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
verge,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
jane,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
great,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cuba,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fund,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
banksy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
false,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
gays,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
gaza,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
israelis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
factotum,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
agsin,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
massachusetts,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mccain,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
healthcare,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
guptarite,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bath,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
xian,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
scoop,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
socmedia,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
moscow,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
presidents,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
indian,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cold,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ocare,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
‘nuts,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
dan,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
vets,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
repubs,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
demshill,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
randy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
primaried,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
missourians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
pen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
lib,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
india,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
seattle,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
record,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
rights,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
chile,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
kellys,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cruz,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
milania,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
politico,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-0.0585446207472
hate,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nunez,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
draghi,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
regret,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sympathize,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
press,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
toront,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
wall,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
merseyside,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
hilarious,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
payback,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
hotel,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
estonian,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ya,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
maine,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
plato,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
guide,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
whop,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
jitterbug,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
needed,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
euro,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
gamergate,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
comedians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
famine,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
azz,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
tensions,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
barbie,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
russiagate,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
armageddon,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
strange,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nbc,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
london,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
showed,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
weir,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sanskrit,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
shocker,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
kucinich,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
